frame_id,timestamp,scene_description,objects_json,prompt_variant,advice_text
60,0.10510635375976562,"Based on the image, here are three critical objects or hazards present in the scene:

- **Cyclist:**
  - **Location:** In the center-left of the image, near the car's windshield.
  - **Direction:** Moving from left to right.

- **Traffic Light:**
  - **Location:** On the right side of the image, above the road.
  - **Direction:** Stationary, facing the road.

- **Pedestrians:**
  - **Location:** On the right side of the image, near the traffic light.
  - **Direction:** Seemingly stationary or crossing the road.",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).",**Danger**: Yield to cyclist immediately.
60,0.10510635375976562,"Based on the image, here are three critical objects or hazards present in the scene:

- **Cyclist:**
  - **Location:** In the center-left of the image, near the car's windshield.
  - **Direction:** Moving from left to right.

- **Traffic Light:**
  - **Location:** On the right side of the image, above the road.
  - **Direction:** Stationary, facing the road.

- **Pedestrians:**
  - **Location:** On the right side of the image, near the traffic light.
  - **Direction:** Seemingly stationary or crossing the road.",[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","**URGENT HAZARD DETECTED**

**Cyclist**: The most urgent hazard is the cyclist in the center-left of the image, moving from left to right.

**IMPERATIVE ACTION**: **SLAM ON BRAKES NOW**"
90,0.10510635375976562,"A motorcycle is directly in front of the viewer, and there are several vehicles visible on the road ahead. There is a traffic sign on the right side of the road, and multiple other vehicles can be seen in the distance.",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).",Caution: Check traffic signs before moving forward.
90,0.10510635375976562,"A motorcycle is directly in front of the viewer, and there are several vehicles visible on the road ahead. There is a traffic sign on the right side of the road, and multiple other vehicles can be seen in the distance.",[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","**URGENT HAZARD:** Motorcycle directly in front of the vehicle.

**IMPERATIVE ACTION:** Brake firmly to maintain safe stopping distance."
90,0.10510635375976562,"Based on the image provided, here are up to three critical objects or hazards present in the scene:

- **Pedestrians (Type):** 
  - **Location:** On the left side of the street near the buildings.
  - **Direction:** Possibly crossing the street or walking along the sidewalk.

- **Vehicles (Type):**
  - **Location:** In the middle of the street, visible in the distance.
  - **Direction:** Likely moving forward along the road.

- **Side Mirror (Type):** 
  - **Location:** On the left side of the image, attached to the vehicle the viewer is in.
  - **Direction:** Reflecting the scene behind the vehicle.",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).",Caution Check mirrors frequently.
90,0.10510635375976562,"Based on the image provided, here are up to three critical objects or hazards present in the scene:

- **Pedestrians (Type):** 
  - **Location:** On the left side of the street near the buildings.
  - **Direction:** Possibly crossing the street or walking along the sidewalk.

- **Vehicles (Type):**
  - **Location:** In the middle of the street, visible in the distance.
  - **Direction:** Likely moving forward along the road.

- **Side Mirror (Type):** 
  - **Location:** On the left side of the image, attached to the vehicle the viewer is in.
  - **Direction:** Reflecting the scene behind the vehicle.",[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","Based on the provided SCENE and OBJECTS information, I have identified the single most urgent hazard:

**Pedestrians**

 Imperative action:
""SLAM ON BRAKES NOW TO AVOID COLLISION!"""
120,276.88068294525146,"The image shows a pedestrian crossing the street immediately in front of the vehicle. Additionally, there are other vehicles on the road and a pedestrian on the right side, which require attention to avoid potential hazards.",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).","Alert: Caution
Instruction: Slow down to merge safely"
120,276.88068294525146,"The image shows a pedestrian crossing the street immediately in front of the vehicle. Additionally, there are other vehicles on the road and a pedestrian on the right side, which require attention to avoid potential hazards.",[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","**URGENT HAZARD DETECTED**

**Single Most Urgent Hazard:** Pedestrian in direct path (front)

**IMPERATIVE ACTION:** Brake Immediately to Avoid Collision."
120,276.88068294525146,"Sure, here are three critical objects or hazards present in the scene:

- **Pedestrian Crossing:**
  - Type: Crosswalk
  - Location: Foreground, center of the image
  - Direction: Perpendicular to the direction of the vehicle

- **Traffic Light:**
  - Type: Traffic signal
  - Location: Left side of the image, near the top corner of the building
  - Direction: Facing towards the vehicle (facing the camera)

- **Building Shadow:**
  - Type: Shadow of the building
  - Location: Right side of the image, over the road
  - Direction: Cast diagonally across the scene, potentially affecting visibility",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).","Alert: Caution
Instruction: Yield to pedestrian"
120,276.88068294525146,"Sure, here are three critical objects or hazards present in the scene:

- **Pedestrian Crossing:**
  - Type: Crosswalk
  - Location: Foreground, center of the image
  - Direction: Perpendicular to the direction of the vehicle

- **Traffic Light:**
  - Type: Traffic signal
  - Location: Left side of the image, near the top corner of the building
  - Direction: Facing towards the vehicle (facing the camera)

- **Building Shadow:**
  - Type: Shadow of the building
  - Location: Right side of the image, over the road
  - Direction: Cast diagonally across the scene, potentially affecting visibility",[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","**URGENT HAZARD IDENTIFICATION**

Based on the provided SCENE and OBJECTS, I have identified the single most urgent hazard as:

* **Pedestrian Crossing**

**IMPERATIVE ACTION**
""DEACCELerate NOW! WATCH FOR THE PEDESTRIAN IN CROSSWALK."""
150,276.88068294525146,"The driver is closely following a blue car in front, and a white van is approaching from the opposite direction. Additionally, there are parked cars on both sides of the street which may obstruct visibility and maneuverability.",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).",Caution: Maintain safe distance immediately!
150,276.88068294525146,"The driver is closely following a blue car in front, and a white van is approaching from the opposite direction. Additionally, there are parked cars on both sides of the street which may obstruct visibility and maneuverability.",[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","Identifying the single most urgent hazard:

Hazard: White van approaching directly from opposite side.

Imperative action: ""SWERVE LEFT TO AVOID COLLISION IMMEDIATELY."""
150,276.88068294525146,"Here are three critical objects or hazards present in the scene:

- **Pedestrians on the roadside:** 
  - Location: Left side of the road, near the buildings.
  - Direction: Moving or standing parallel to the road.

- **White van:**
  - Location: Ahead in the center of the road.
  - Direction: Moving away from the viewer in the same direction as the motorbike.

- **Blue bus:**
  - Location: Ahead on the right side of the road.
  - Direction: Stationary or moving slowly in the same direction as the motorbike.",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).",Caution: Be aware of approaching pedestrians.
150,276.88068294525146,"Here are three critical objects or hazards present in the scene:

- **Pedestrians on the roadside:** 
  - Location: Left side of the road, near the buildings.
  - Direction: Moving or standing parallel to the road.

- **White van:**
  - Location: Ahead in the center of the road.
  - Direction: Moving away from the viewer in the same direction as the motorbike.

- **Blue bus:**
  - Location: Ahead on the right side of the road.
  - Direction: Stationary or moving slowly in the same direction as the motorbike.",[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","**URGENT HAZARD: Pedestrians on the roadside**

**IMMEDIATE ACTION:** Brake firmly, slow down immediately."
180,276.88068294525146,"The rider is approaching a narrow road with parked cars on both sides, creating potential obstacles. Immediate hazards include a blue car on the right and a red car ahead on the left, as well as possible pedestrians who could emerge from between the parked vehicles.",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).","Alert: Caution
Instruction: Slow down to 30 km/h"
180,276.88068294525146,"The rider is approaching a narrow road with parked cars on both sides, creating potential obstacles. Immediate hazards include a blue car on the right and a red car ahead on the left, as well as possible pedestrians who could emerge from between the parked vehicles.",[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","**URGENT HAZARD DETECTED**

**Object:** Blue car on right
**Scene:** Narrow road with potential obstacles (parked cars)

**IMMEDIATE ACTION REQUIRED**
""MERGE RIGHT NOW, LEAVING SPACE BEHIND YOU!"""
180,276.88068294525146,"Based on the image:

- **Stationary Vehicles on Road:**
  - Location: Middle of the road in the distance.
  - Direction: Facing towards the camera, indicating they are either parked or waiting in traffic.

- **Cyclist or Biker:**
  - Location: Foreground of the image, driving on the road.
  - Direction: Moving forward along the road, towards the stationary vehicles.

- **Approaching Vehicles (from opposite direction):**
  - Location: Left side of the road.
  - Direction: Coming towards the camera from the opposite direction.",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).","Danger: Brake to Avoid

Caution: Reduce Speed Ahead"
180,276.88068294525146,"Based on the image:

- **Stationary Vehicles on Road:**
  - Location: Middle of the road in the distance.
  - Direction: Facing towards the camera, indicating they are either parked or waiting in traffic.

- **Cyclist or Biker:**
  - Location: Foreground of the image, driving on the road.
  - Direction: Moving forward along the road, towards the stationary vehicles.

- **Approaching Vehicles (from opposite direction):**
  - Location: Left side of the road.
  - Direction: Coming towards the camera from the opposite direction.",[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","**URGENT HAZARD ALERT**

The single most urgent hazard in this scene is:

* Cyclist or Biker: Foreground, moving towards stationary vehicles.

IMPERATIVE ACTION:
""BRING VEHICLE TO A STOP IMMEDIATELY. PREPARE EMERGENCY PROTOCOLS."""
210,276.88068294525146,"There are multiple vehicles parked along the right side of the road, which may require attention while overtaking or passing. No immediate pedestrians or traffic signs are visible, but caution should be exercised due to the oncoming traffic on the left side.",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).",Caution Slow Down and Scan Left
210,276.88068294525146,"There are multiple vehicles parked along the right side of the road, which may require attention while overtaking or passing. No immediate pedestrians or traffic signs are visible, but caution should be exercised due to the oncoming traffic on the left side.",[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","**URGENT HAZARD:** Vehicles parked along right side.

**IMPERATIVE ACTION:** SLOW DOWN IMMEDIATELY AND LOOK CAREFULLY AHEAD."
210,276.88068294525146,"Here are three critical objects or hazards present in the scene:

- **Cars parked on the left side of the road**:
  - Type: Parked vehicles.
  - Location: Left side of the street.
  - Direction: Stationary, parallel to the road.

- **Oncoming vehicle near the right side**:
  - Type: Oncoming vehicle.
  - Location: Right side of the road.
  - Direction: Towards the camera.

- **Cyclist riding in the foreground**:
  - Type: Vulnerable road user (cyclist).
  - Location: Center-foreground of the image.
  - Direction: Moving forward (same direction as the camera).",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).",Danger: Merge Now!
210,276.88068294525146,"Here are three critical objects or hazards present in the scene:

- **Cars parked on the left side of the road**:
  - Type: Parked vehicles.
  - Location: Left side of the street.
  - Direction: Stationary, parallel to the road.

- **Oncoming vehicle near the right side**:
  - Type: Oncoming vehicle.
  - Location: Right side of the road.
  - Direction: Towards the camera.

- **Cyclist riding in the foreground**:
  - Type: Vulnerable road user (cyclist).
  - Location: Center-foreground of the image.
  - Direction: Moving forward (same direction as the camera).",[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","Single most urgent hazard: Oncoming vehicle near the right side.

Imperative action: ""Brake Hard, Maintain Distance"""
240,513.9646265506744,"In the image, there is a truck on the right side of the road ahead, and a few vehicles are visible further down the road. There are also some pedestrians on the left sidewalk closer to the foreground.",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).","Alert: Caution
Instruction: Slow down now and give space"
240,513.9646265506744,"In the image, there is a truck on the right side of the road ahead, and a few vehicles are visible further down the road. There are also some pedestrians on the left sidewalk closer to the foreground.",[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","**Urgent Hazard:** Pedestrians stepping off the curb.

**Imperative Action:** Brake immediately to avoid collision!"
240,513.9646265506744,"Based on the image, here are three critical objects or hazards present in the scene:

- **Vehicle on the Right:**
  - **Type:** Car
  - **Location:** Right side of the road
  - **Direction:** Moving in the same direction as the motorcycle

- **Pedestrian on the Left:**
  - **Type:** Person walking
  - **Location:** Left sidewalk
  - **Direction:** Moving in the opposite direction of the motorcycle

- **Buildings and Walls:**
  - **Type:** Structures along the road
  - **Location:** Both sides of the road
  - **Direction:** Stationary, but can obscure the view of potential hazards coming from side streets",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).","**Alert:** Caution
**Instruction:** Slow Down Now"
240,513.9646265506744,"Based on the image, here are three critical objects or hazards present in the scene:

- **Vehicle on the Right:**
  - **Type:** Car
  - **Location:** Right side of the road
  - **Direction:** Moving in the same direction as the motorcycle

- **Pedestrian on the Left:**
  - **Type:** Person walking
  - **Location:** Left sidewalk
  - **Direction:** Moving in the opposite direction of the motorcycle

- **Buildings and Walls:**
  - **Type:** Structures along the road
  - **Location:** Both sides of the road
  - **Direction:** Stationary, but can obscure the view of potential hazards coming from side streets",[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","**Urgent Hazard:** Pedestrian on the Left.

**Imperative Action:** Brake firmly and slow down immediately."
270,513.9646265506744,"There is a car closely positioned in the right lane which could be a potential hazard if it merges without signaling. Additionally, the parked cars on the left side of the road may obstruct visibility of pedestrians stepping out from between them.","[{""class_id"": 2, ""class_name"": ""car"", ""confidence"": 0.25413596630096436, ""bbox"": [113.92286682128906, 120.03135681152344, 152.1634063720703, 127.63233947753906]}]","You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).",Caution: Be aware of potential merge hazard ahead.
270,513.9646265506744,"There is a car closely positioned in the right lane which could be a potential hazard if it merges without signaling. Additionally, the parked cars on the left side of the road may obstruct visibility of pedestrians stepping out from between them.","[{""class_id"": 2, ""class_name"": ""car"", ""confidence"": 0.25413596630096436, ""bbox"": [113.92286682128906, 120.03135681152344, 152.1634063720703, 127.63233947753906]}]","You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","**URGENT HAZARD DETECTED**

**IMPERATIVE ACTION:** SLIGHTLY SLOW DOWN AND CHECK RIGHT LANE FOR MERGING CARS"
270,513.9646265506744,"Based on the image, here are three critical objects or hazards present in the scene:

- **Cars on the Road:**
  - **Type:** Vehicles
  - **Location:** On both sides of the road, visible in the distance.
  - **Direction:** Moving in both directions along the road.

- **Pedestrians/Bystanders:**
  - **Type:** People
  - **Location:** On the sidewalks to the left and right of the road.
  - **Direction:** Stationary or moving parallel to the road.

- **Motorcycle Handlebars:**
  - **Type:** Motorcycle Controls
  - **Location:** In the foreground, directly in front of the viewer.
  - **Direction:** Facing forward along the road.","[{""class_id"": 2, ""class_name"": ""car"", ""confidence"": 0.25413596630096436, ""bbox"": [113.92286682128906, 120.03135681152344, 152.1634063720703, 127.63233947753906]}]","You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).","Alert: Caution
Instruction: Reduce speed immediately"
270,513.9646265506744,"Based on the image, here are three critical objects or hazards present in the scene:

- **Cars on the Road:**
  - **Type:** Vehicles
  - **Location:** On both sides of the road, visible in the distance.
  - **Direction:** Moving in both directions along the road.

- **Pedestrians/Bystanders:**
  - **Type:** People
  - **Location:** On the sidewalks to the left and right of the road.
  - **Direction:** Stationary or moving parallel to the road.

- **Motorcycle Handlebars:**
  - **Type:** Motorcycle Controls
  - **Location:** In the foreground, directly in front of the viewer.
  - **Direction:** Facing forward along the road.","[{""class_id"": 2, ""class_name"": ""car"", ""confidence"": 0.25413596630096436, ""bbox"": [113.92286682128906, 120.03135681152344, 152.1634063720703, 127.63233947753906]}]","You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","**URGENT HAZARD:** Cars on the Road.

**IMPERATIVE ACTION:** Reduce Speed to Maintain Safe Distance!"
300,513.9646265506744,The imminent hazards include a car on the right edge of the road and another car further ahead on the left side of the road. There are also a few pedestrians and parked cars along both sides of the road.,[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).","Alert: Caution
Instruction: Slow down immediately"
300,513.9646265506744,The imminent hazards include a car on the right edge of the road and another car further ahead on the left side of the road. There are also a few pedestrians and parked cars along both sides of the road.,[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","Most urgent hazard: Car on right edge of road.

Imperative action: ""Apply braking now to avoid collision!"""
300,513.9646265506744,"Here are three critical objects or hazards present in the scene:

- **Oncoming Vehicle:**
  - **Type:** Car
  - **Location:** Right side of the road, approaching from the opposite direction
  - **Direction:** Towards the viewer

- **Pedestrians:**
  - **Type:** People
  - **Location:** Left side of the road, near the sidewalk
  - **Direction:** Potentially crossing the road or walking along the sidewalk

- **Cyclist:**
  - **Type:** Person on a bicycle
  - **Location:** Left side of the road, riding in the same direction as the viewer
  - **Direction:** Moving away from the viewer",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).",Danger! Slow Down.
300,513.9646265506744,"Here are three critical objects or hazards present in the scene:

- **Oncoming Vehicle:**
  - **Type:** Car
  - **Location:** Right side of the road, approaching from the opposite direction
  - **Direction:** Towards the viewer

- **Pedestrians:**
  - **Type:** People
  - **Location:** Left side of the road, near the sidewalk
  - **Direction:** Potentially crossing the road or walking along the sidewalk

- **Cyclist:**
  - **Type:** Person on a bicycle
  - **Location:** Left side of the road, riding in the same direction as the viewer
  - **Direction:** Moving away from the viewer",[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","**Most Urgent Hazard:** Oncoming Car

**Imperative Action:** STEER LEFT NOW TO AVOID COLLISION"
330,513.9646265506744,"There is a vehicle directly ahead in the lane, and another vehicle is visible on the left side of the road. There are no immediate pedestrians or traffic signs visible that pose a hazard.",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).","Alert: Caution
Instruction: Slow down to reaction time."
330,513.9646265506744,"There is a vehicle directly ahead in the lane, and another vehicle is visible on the left side of the road. There are no immediate pedestrians or traffic signs visible that pose a hazard.",[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","Most urgent hazard: Vehicle ahead with limited following distance.

Imperative action: Sudden Brake to Reduce Following Distance!"
330,513.9646265506744,"Based on the scene depicted in the image:

- **Cars on the left side of the road:**
  - **Type:** Motor vehicles
  - **Location:** Left-hand side of the road
  - **Direction:** Moving towards the viewer or parked along the roadside

- **Buildings along the road:**
  - **Type:** Structures (Residential or commercial buildings)
  - **Location:** Both sides of the road
  - **Direction:** Stationary

- **Railway tracks running parallel to the road:**
  - **Type:** Railway tracks
  - **Location:** On the left side of the road, beside the cars
  - **Direction:** Runs parallel to the road, extending into the distance",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).","Alert: Caution
Instruction: Slow down for pedestrians."
330,513.9646265506744,"Based on the scene depicted in the image:

- **Cars on the left side of the road:**
  - **Type:** Motor vehicles
  - **Location:** Left-hand side of the road
  - **Direction:** Moving towards the viewer or parked along the roadside

- **Buildings along the road:**
  - **Type:** Structures (Residential or commercial buildings)
  - **Location:** Both sides of the road
  - **Direction:** Stationary

- **Railway tracks running parallel to the road:**
  - **Type:** Railway tracks
  - **Location:** On the left side of the road, beside the cars
  - **Direction:** Runs parallel to the road, extending into the distance",[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","**Hazard Identification:**

The single most urgent hazard in this scene is:

* **Cars on the left side of the road:** Moving towards the viewer or parked along the roadside.

**Imperative Action:**

""Maintain Safe Distance, Reduce Speed Immediately!"""
360,762.4960744380951,"In the image, there are several parked cars along the sides of the road and a few pedestrians walking on the sidewalk. A vehicle is approaching from the opposite direction, which the rider should be aware of to avoid any potential collision.",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).","Alert: Caution
Instruction: Slow down to maintain distance."
360,762.4960744380951,"In the image, there are several parked cars along the sides of the road and a few pedestrians walking on the sidewalk. A vehicle is approaching from the opposite direction, which the rider should be aware of to avoid any potential collision.",[],"You are an ADAS system. From SCENE and OBJECTS, identify the single most urgent hazard and give a 5-10 word imperative action.","**URGENT HAZARD DETECTED: Vehicle approaching from opposite direction**

IMPERATIVE ACTION: SLAM ON BRAKES NOW TO MAINTAIN SAFE DISTANCE"
360,762.4960744380951,"Here are three critical objects or hazards present in the scene:

- **Cars on the Road:**
  - Type: Vehicles
  - Location: On the road, ahead of the motorcycle
  - Direction: Traveling in the opposite direction

- **Tracks on the Road:**
  - Type: Railway or tram tracks
  - Location: Embedded in the middle of the road surface
  - Direction: Running parallel to the direction of travel

- **Pedestrian:**
  - Type: Person
  - Location: Near the left edge of the pathway, approaching the road
  - Direction: Moving towards the road from the left side",[],"You are a motorcycle safety HUD. Given SCENE and OBJECTS, output one-word alert (Danger/Caution/Safe) and an imperative instruction (max 8 words).",**Danger**: Slow down immediately.
